MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,cx,cy
E02000922,Waltham Forest 028,E09000031,Waltham Forest,E12000007,London,10523,10471,52,161.2,3740,2.8,0.012133623,51.55580259
E02000923,Wandsworth 001,E09000032,Wandsworth,E12000007,London,7474,7337,137,69.8,3632,2,-0.161171264,51.47788548
E02000924,Wandsworth 002,E09000032,Wandsworth,E12000007,London,11131,11128,3,55,5295,2.1,-0.142698109,51.47768163
E02000925,Wandsworth 003,E09000032,Wandsworth,E12000007,London,7848,7811,37,177.6,3412,2.3,-0.161385966,51.47291836
E02000926,Wandsworth 004,E09000032,Wandsworth,E12000007,London,8936,8876,60,141.9,4283,2.1,-0.175121953,51.47112563
E02000927,Wandsworth 005,E09000032,Wandsworth,E12000007,London,6790,6790,0,150.9,3228,2.1,-0.154110433,51.46790423
E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,8458,8448,10,90,3635,2.3,-0.225023544,51.4673688
E02000929,Wandsworth 007,E09000032,Wandsworth,E12000007,London,7277,7277,0,180.6,3201,2.3,-0.176772759,51.46624117
E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,9676,9649,27,119.4,4382,2.2,-0.165231912,51.46599569
E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,8474,8474,0,106.5,3532,2.4,-0.156553059,51.46039759
E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London,10296,10296,0,81.3,4777,2.2,-0.202876889,51.46126446
E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,8781,8760,21,81.7,3872,2.3,-0.230449399,51.46101842
E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,9105,9040,65,116,4325,2.1,-0.178165144,51.4611475
E02000935,Wandsworth 013,E09000032,Wandsworth,E12000007,London,6850,5946,904,48,2468,2.4,-0.250061292,51.4580473
E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,8330,8252,78,92.4,4057,2,-0.216127889,51.45585868
E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,7724,7711,13,62.6,3130,2.5,-0.16905294,51.45252685
E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,9546,9271,275,54.2,4032,2.3,-0.232676483,51.45274431
E02000939,Wandsworth 017,E09000032,Wandsworth,E12000007,London,7968,7760,208,109.4,2915,2.7,-0.157448246,51.45268823
E02000940,Wandsworth 018,E09000032,Wandsworth,E12000007,London,7835,7814,21,111.8,3494,2.2,-0.194010733,51.4529428
E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,9941,9841,100,93.7,4125,2.4,-0.18269318,51.4521923
E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,9665,9633,32,95.6,3794,2.5,-0.205548931,51.45047979
E02000943,Wandsworth 021,E09000032,Wandsworth,E12000007,London,8402,8388,14,119.1,3708,2.3,-0.153272118,51.44836964
E02000944,Wandsworth 022,E09000032,Wandsworth,E12000007,London,7206,6923,283,123,2856,2.4,-0.215770976,51.44847341
E02000945,Wandsworth 023,E09000032,Wandsworth,E12000007,London,7620,7044,576,34.5,2764,2.5,-0.238129635,51.44219939
E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,8795,7621,1174,82.5,3172,2.4,-0.18181573,51.44464113
E02000947,Wandsworth 025,E09000032,Wandsworth,E12000007,London,8675,8675,0,104.2,3820,2.3,-0.198224825,51.44468971
E02000948,Wandsworth 026,E09000032,Wandsworth,E12000007,London,9877,9818,59,74.4,4493,2.2,-0.144572663,51.43794931
E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,9805,9525,280,70.1,4072,2.3,-0.168454383,51.44145589
E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,7578,7541,37,88.2,3233,2.3,-0.21478634,51.4413946
E02000951,Wandsworth 029,E09000032,Wandsworth,E12000007,London,6650,6522,128,135.3,2946,2.2,-0.158030094,51.43795893
E02000952,Wandsworth 030,E09000032,Wandsworth,E12000007,London,6257,6205,52,112,2644,2.3,-0.15203857,51.43605047
E02000953,Wandsworth 031,E09000032,Wandsworth,E12000007,London,7084,6758,326,102.9,3113,2.2,-0.184076386,51.4357092
E02000954,Wandsworth 032,E09000032,Wandsworth,E12000007,London,6429,6426,3,142.8,2299,2.8,-0.161588448,51.43193943
E02000955,Wandsworth 033,E09000032,Wandsworth,E12000007,London,6714,6712,2,119.7,2527,2.7,-0.167023482,51.43074252
E02000956,Wandsworth 034,E09000032,Wandsworth,E12000007,London,7705,7664,41,89.9,3066,2.5,-0.177238431,51.42817166
E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,10589,10496,93,142.4,4238,2.5,-0.16427278,51.42448201
E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,8271,8065,206,92.8,2973,2.7,-0.149038069,51.42530093
E02000959,Wandsworth 037,E09000032,Wandsworth,E12000007,London,7233,7151,82,138.5,2980,2.4,-0.142013399,51.42336817
E02000960,Westminster 001,E09000033,Westminster,E12000007,London,6620,6499,121,71.8,3055,2.1,-0.164582554,51.53492728
E02000961,Westminster 002,E09000033,Westminster,E12000007,London,9442,9380,62,116.2,4064,2.3,-0.183704028,51.53407571
E02000962,Westminster 003,E09000033,Westminster,E12000007,London,8624,8614,10,124.3,4424,1.9,-0.173497193,51.52951209
E02000963,Westminster 004,E09000033,Westminster,E12000007,London,10363,10303,60,212.9,4141,2.5,-0.209370383,51.52907216
E02000964,Westminster 005,E09000033,Westminster,E12000007,London,12549,12458,91,246.7,5638,2.2,-0.20124015,51.52782079
E02000965,Westminster 006,E09000033,Westminster,E12000007,London,8627,8604,23,175.6,3981,2.2,-0.191523505,51.52715372
E02000966,Westminster 007,E09000033,Westminster,E12000007,London,9708,9661,47,173.3,4714,2,-0.182987174,51.52509564
E02000967,Westminster 008,E09000033,Westminster,E12000007,London,7289,7093,196,51.5,3653,1.9,-0.157955219,51.52734515
E02000968,Westminster 009,E09000033,Westminster,E12000007,London,14358,14199,159,235.9,5713,2.5,-0.171345617,51.52334023
E02000969,Westminster 010,E09000033,Westminster,E12000007,London,9329,9060,269,171.8,3719,2.4,-0.19313458,51.52130603
E02000970,Westminster 011,E09000033,Westminster,E12000007,London,8983,8916,67,82.9,4874,1.8,-0.151412628,51.5169012
E02000971,Westminster 012,E09000033,Westminster,E12000007,London,8408,8191,217,155.5,4354,1.9,-0.161970409,51.5178683
E02000972,Westminster 013,E09000033,Westminster,E12000007,London,8333,7617,716,64.5,4503,1.7,-0.139691813,51.51519507
E02000973,Westminster 014,E09000033,Westminster,E12000007,London,10090,10031,59,186,5312,1.9,-0.193133585,51.51724958
E02000974,Westminster 015,E09000033,Westminster,E12000007,London,8794,8448,346,127.6,4380,1.9,-0.17073126,51.515942
E02000975,Westminster 016,E09000033,Westminster,E12000007,London,8757,8391,366,180.8,4621,1.8,-0.179717584,51.5148109
E02000976,Westminster 017,E09000033,Westminster,E12000007,London,9946,9766,180,215.4,5041,1.9,-0.187836682,51.51344324
E02000977,Westminster 018,E09000033,Westminster,E12000007,London,7490,6719,771,29.8,3895,1.7,-0.133348845,51.50784275
E02000978,Westminster 019,E09000033,Westminster,E12000007,London,9270,7862,1408,25.8,3882,2,-0.166860503,51.50440535
E02000979,Westminster 020,E09000033,Westminster,E12000007,London,8081,7317,764,58.1,3892,1.9,-0.134426037,51.49892227
E02000980,Westminster 021,E09000033,Westminster,E12000007,London,8684,8626,58,193.7,4498,1.9,-0.130967174,51.49208974
E02000981,Westminster 022,E09000033,Westminster,E12000007,London,8991,8866,125,247.2,4853,1.8,-0.141644846,51.49057562
E02000982,Westminster 023,E09000033,Westminster,E12000007,London,8226,8198,28,126,4143,2,-0.148293284,51.49087713
E02000983,Westminster 024,E09000033,Westminster,E12000007,London,8434,8389,45,223.4,4422,1.9,-0.13591392,51.48733515
E02006782,Bromley 040,E09000006,Bromley,E12000007,London,7648,7565,83,29.4,3091,2.4,0.024384694,51.4199963
E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London,7208,7208,0,76.8,2893,2.5,0.010858061,51.42777116
E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London,7359,7358,1,51,3168,2.3,-0.00434986,51.42207009
E02006785,Bexley 029,E09000004,Bexley,E12000007,London,6384,6384,0,46.9,2567,2.5,0.099000035,51.46983732
E02006786,Greenwich 033,E09000011,Greenwich,E12000007,London,6894,6894,0,55.4,2599,2.7,0.101735696,51.47964406
E02006787,Bromley 041,E09000006,Bromley,E12000007,London,7594,7575,19,50.4,3034,2.5,-0.040443,51.3992
E02006788,Croydon 045,E09000008,Croydon,E12000007,London,7520,7520,0,54,2903,2.6,-0.058081528,51.39404475
E02006789,Bromley 042,E09000006,Bromley,E12000007,London,6428,6415,13,2.9,2662,2.4,0.047644035,51.32141619
E02006791,Ealing 040,E09000009,Ealing,E12000007,London,6711,6711,0,97.9,3068,2.2,-0.266390991,51.49901784
E02006792,Hounslow 029,E09000018,Hounslow,E12000007,London,8393,8335,58,57.9,4035,2.1,-0.272846309,51.49372026
E02006793,Enfield 037,E09000010,Enfield,E12000007,London,8908,8825,83,89.9,3356,2.6,-0.075898725,51.61200014
E02006794,Haringey 037,E09000014,Haringey,E12000007,London,7306,7277,29,105.4,2911,2.5,-0.068836316,51.60394529
E02006795,Harrow 032,E09000015,Harrow,E12000007,London,8124,8108,16,84.1,2639,3.1,-0.376408178,51.57088788
E02006796,Hillingdon 033,E09000017,Hillingdon,E12000007,London,8438,8404,34,19.6,3321,2.5,-0.398283477,51.55330345
E02006798,Lewisham 039,E09000023,Lewisham,E12000007,London,7548,7375,173,91.9,3210,2.3,-0.031557722,51.47810015
E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,E12000007,London,9756,9695,61,83.8,3624,2.7,0.127297845,51.56084276
E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,13069,13014,55,79.4,4170,3.1,0.110541426,51.5615656
E02006801,Lambeth 036,E09000022,Lambeth,E12000007,London,8081,7557,524,70.8,3840,2,-0.113949019,51.50130074
E02006802,Southwark 034,E09000028,Southwark,E12000007,London,7689,6391,1298,111.5,2867,2.2,-0.104621137,51.49808307
E02006836,Sutton 025,E09000029,Sutton,E12000007,London,8270,8062,208,24.8,3195,2.5,-0.211187905,51.34293194
E02006853,Tower Hamlets 032,E09000030,Tower Hamlets,E12000007,London,7064,7063,1,141.4,3320,2.1,-0.021791942,51.49671434
E02006854,Tower Hamlets 033,E09000030,Tower Hamlets,E12000007,London,5883,5883,0,64.4,2991,2,-0.021403864,51.50418776
E02006882,Harrow 033,E09000015,Harrow,E12000007,London,14174,14103,71,66.6,4342,3.2,-0.313819374,51.59057682
E02006918,Hackney 028,E09000012,Hackney,E12000007,London,7611,7611,0,146.7,3113,2.4,-0.051253997,51.5634583
E02006921,Hackney 029,E09000012,Hackney,E12000007,London,7744,7739,5,171,2909,2.7,-0.059775044,51.56632534
E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,12780,12623,157,53.1,4020,3.1,0.059110692,51.57069021
E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,13241,13241,0,53.1,4102,3.2,0.052145727,51.58506613
E02006927,Greenwich 034,E09000011,Greenwich,E12000007,London,8315,8241,74,33,3338,2.5,0.023692909,51.45817922
E02006928,Greenwich 035,E09000011,Greenwich,E12000007,London,7341,6410,931,136,2977,2.2,-0.015446809,51.4791036
E02006929,Greenwich 036,E09000011,Greenwich,E12000007,London,7490,7489,1,29.4,3333,2.2,0.011677691,51.49354726
E02006930,Greenwich 037,E09000011,Greenwich,E12000007,London,6561,6557,4,75.6,2876,2.3,0.012584979,51.48640841
E02006931,Greenwich 038,E09000011,Greenwich,E12000007,London,9186,8973,213,46.1,4113,2.2,-0.005355203,51.47636326
